V_KOH;pH_KOH;V_HCL;pH_HCL;V0_KOH;V0_HCL
0;5.63;0;5.62;0;0
1;5.76;1;5.54
2;5.89;2;5.45
3;6.09;3;5.38
4;6.39;4;5.3
5;7.69;5;5.25
;;6;5.19
;;7;5.14
;;8;5.09
;;9;5.05
;;10;5
;;11;4.96
;;12;4.92
;;13;4.88
;;14;4.84
;;15.1;4.79
;;16;4.77
;;17;4.73
;;18;4.71
;;19;4.66
;;20;4.62
